symbol,time,open,high,low,close,volume,ROC,Histogram,MACD,Signal,ADX,C-O,EMA_50,ATR_14
ANTX,2026-02-19 17:20:00,1.015,1.02,1.015,1.015,2176.0,-2.4038461538461675,-0.003048181142552989,-0.010925403734953543,-0.007877222592400554,16.68697657087656,0.0,1.047845439280553,0.009592801857381594
ANTX,2026-02-19 17:25:00,1.015,1.02,1.015,1.015,8964.0,-1.456310679611661,-0.0027667872395963425,-0.011335706641895982,-0.00856891940229964,16.863865084463253,0.0,1.0465573828381782,0.009264744581854346
ANTX,2026-02-19 17:30:00,1.015,1.02,1.015,1.015,19697.0,-2.4038461538461675,-0.0023672542312021486,-0.011527987191302325,-0.009160732960100176,17.028118704222326,0.0,1.0453198384131517,0.008960119968864758
ANTX,2026-02-19 17:35:00,1.02,1.025,1.015,1.02,42825.0,-0.9708737864077666,-0.0015901343304238272,-0.01114840087312996,-0.009558266542706133,16.69639298025525,0.0,1.0443269035734202,0.009034397113945849
ANTX,2026-02-19 17:40:00,1.02,1.025,1.02,1.02,14931.0,-0.9708737864077666,-0.0009325522711994653,-0.010723956881705465,-0.009791404610506,16.388361950857252,0.0,1.0433729073548548,0.008746225891521138
ANTX,2026-02-19 17:45:00,1.025,1.025,1.02,1.02,5600.0,-0.9708737864077666,-0.00038224027811402904,-0.010269204958148537,-0.009886964680034508,16.102333137844827,-0.004999999999999893,1.0424563227527035,0.008478638327841048
ANTX,2026-02-19 17:50:00,1.02,1.02,1.02,1.02,670.0,-0.9708737864077666,7.285985457035696e-05,-0.00979588986182156,-0.009868749716391918,15.83673495433329,0.0,1.0415756826447544,0.00787302130442383
ANTX,2026-02-19 18:10:00,1.02,1.02,1.02,1.02,100.0,0.980100980100973,0.0004442598743962609,-0.009313424873396592,-0.009757684747792853,15.590108069644003,0.0,1.0407295774429994,0.007310662639822128
ANTX,2026-02-19 18:15:00,1.02,1.025,1.0,1.02,33163.0,-0.9612583745994829,0.000742716324156352,-0.008829289342597413,-0.009572005666753765,16.912619711004766,0.0,1.0399166528373915,0.008574186736977685
ANTX,2026-02-19 18:25:00,1.01,1.02,1.01,1.02,28400.0,0.0,0.0009781147763397394,-0.008349362196329091,-0.00932747697266883,18.140666235125472,0.010000000000000009,1.039135607628082,0.00867603054147928
ANTX,2026-02-19 18:35:00,1.015,1.015,1.015,1.015,100.0,0.0,0.0008403320809215534,-0.008277061871516889,-0.009117393952438442,19.280995150380416,0.0,1.0381891132112944,0.008413456931373626
ANTX,2026-02-19 18:50:00,1.02,1.03,1.02,1.03,5930.0,1.4778325123152802,0.0017503074580350001,-0.006929509629894692,-0.008679817087929692,18.53459482212555,0.010000000000000009,1.0378679715167338,0.008883924293418376
ANTX,2026-02-19 19:05:00,1.025,1.025,1.025,1.025,100.0,0.9852216748768461,0.0019889523025320398,-0.006193626709764644,-0.008182579012296683,17.841508803031743,0.0,1.0373633451827442,0.008606501129602786
ANTX,2026-02-19 19:20:00,1.025,1.05,1.025,1.04,6702.0,1.9607843137254832,0.003066130069660564,-0.004349916425220979,-0.007416046494881543,18.01200109714262,0.015000000000000124,1.037466743410872,0.009777465334631169
